crop_type,soil_ph,relative_humidity_pct,air_temperature_c,growth_stage,Target_Nutrient,Form,Fertilizer
rice,6.7,56,28.0,vegetative,pH correction / Calcium,Powder,Lime (for acidic soils)
rice,6.7,56,28.0,vegetative,Balanced NPK with higher P,Granular,NPK 12-32-16 (or local blend)
rice,6.7,56,28.0,vegetative,Slow release N and organic matter,Organic/Biological,Azolla / Green Manure
rice,5.9,85,30.7,vegetative,Nitrogen (N),Granular,Urea (46% N)
rice,5.9,85,30.7,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
rice,5.9,85,30.7,vegetative,Phosphorus and N,Granular,DAP (18-46-0)
rice,5.9,85,30.7,vegetative,Potassium,Granular,MOP (KCl)
rice,5.9,85,30.7,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
rice,5.9,85,30.7,vegetative,Zinc,Granular/Solution,Zinc Sulfate (ZnSO4)
rice,5.9,85,30.7,vegetative,Calcium & Sulfur,Granular,Gypsum
rice,5.9,85,30.7,vegetative,pH correction / Calcium,Powder,Lime (for acidic soils)
rice,5.9,85,30.7,vegetative,Balanced NPK with higher P,Granular,NPK 12-32-16 (or local blend)
rice,5.9,85,30.7,vegetative,Slow release N and organic matter,Organic/Biological,Azolla / Green Manure
rice,5.26,63,25.1,vegetative,Nitrogen (N),Granular,Urea (46% N)
rice,5.26,63,25.1,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
rice,5.26,63,25.1,vegetative,Phosphorus and N,Granular,DAP (18-46-0)
rice,5.26,63,25.1,vegetative,Potassium,Granular,MOP (KCl)
rice,5.26,63,25.1,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
rice,5.26,63,25.1,vegetative,Zinc,Granular/Solution,Zinc Sulfate (ZnSO4)
rice,5.26,63,25.1,vegetative,Calcium & Sulfur,Granular,Gypsum
rice,5.26,63,25.1,vegetative,pH correction / Calcium,Powder,Lime (for acidic soils)
rice,5.26,63,25.1,vegetative,Balanced NPK with higher P,Granular,NPK 12-32-16 (or local blend)
rice,5.26,63,25.1,vegetative,Slow release N and organic matter,Organic/Biological,Azolla / Green Manure
rice,5.98,59,26.1,vegetative,Nitrogen (N),Granular,Urea (46% N)
rice,5.98,59,26.1,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
rice,5.98,59,26.1,vegetative,Phosphorus and N,Granular,DAP (18-46-0)
rice,5.98,59,26.1,vegetative,Potassium,Granular,MOP (KCl)
rice,5.98,59,26.1,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
rice,5.98,59,26.1,vegetative,Zinc,Granular/Solution,Zinc Sulfate (ZnSO4)
rice,5.98,59,26.1,vegetative,Calcium & Sulfur,Granular,Gypsum
rice,5.98,59,26.1,vegetative,pH correction / Calcium,Powder,Lime (for acidic soils)
rice,5.98,59,26.1,vegetative,Balanced NPK with higher P,Granular,NPK 12-32-16 (or local blend)
rice,5.98,59,26.1,vegetative,Slow release N and organic matter,Organic/Biological,Azolla / Green Manure
rice,6.14,65,20.4,flowering,Nitrogen (N),Granular,Urea (46% N)
rice,6.14,65,20.4,flowering,Nitrogen & Sulfur,Granular,Ammonium Sulfate
rice,6.14,65,20.4,flowering,Phosphorus and N,Granular,DAP (18-46-0)
rice,6.14,65,20.4,flowering,Potassium,Granular,MOP (KCl)
rice,6.14,65,20.4,flowering,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
rice,6.14,65,20.4,flowering,Zinc,Granular/Solution,Zinc Sulfate (ZnSO4)
rice,6.14,65,20.4,flowering,Calcium & Sulfur,Granular,Gypsum
rice,6.14,65,20.4,flowering,pH correction / Calcium,Powder,Lime (for acidic soils)
rice,6.14,65,20.4,flowering,Balanced NPK with higher P,Granular,NPK 12-32-16 (or local blend)
rice,6.14,65,20.4,flowering,Slow release N and organic matter,Organic/Biological,Azolla / Green Manure
rice,6.74,60,28.9,vegetative,Nitrogen (N),Granular,Urea (46% N)
rice,6.74,60,28.9,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
rice,6.74,60,28.9,vegetative,Phosphorus and N,Granular,DAP (18-46-0)
rice,6.74,60,28.9,vegetative,Potassium,Granular,MOP (KCl)
rice,6.74,60,28.9,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
rice,6.74,60,28.9,vegetative,Zinc,Granular/Solution,Zinc Sulfate (ZnSO4)
rice,6.74,60,28.9,vegetative,Calcium & Sulfur,Granular,Gypsum
rice,6.74,60,28.9,vegetative,pH correction / Calcium,Powder,Lime (for acidic soils)
rice,6.74,60,28.9,vegetative,Balanced NPK with higher P,Granular,NPK 12-32-16 (or local blend)
rice,6.74,60,28.9,vegetative,Slow release N and organic matter,Organic/Biological,Azolla / Green Manure
rice,8.65,59,33.0,vegetative,Nitrogen (N),Granular,Urea (46% N)
rice,8.65,59,33.0,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
rice,8.65,59,33.0,vegetative,Phosphorus and N,Granular,DAP (18-46-0)
rice,8.65,59,33.0,vegetative,Potassium,Granular,MOP (KCl)
rice,8.65,59,33.0,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
rice,8.65,59,33.0,vegetative,Zinc,Granular/Solution,Zinc Sulfate (ZnSO4)
rice,8.65,59,33.0,vegetative,Calcium & Sulfur,Granular,Gypsum
rice,8.65,59,33.0,vegetative,pH correction / Calcium,Powder,Lime (for acidic soils)
rice,8.65,59,33.0,vegetative,Balanced NPK with higher P,Granular,NPK 12-32-16 (or local blend)
rice,8.65,59,33.0,vegetative,Slow release N and organic matter,Organic/Biological,Azolla / Green Manure
rice,6.41,53,26.8,vegetative,Nitrogen (N),Granular,Urea (46% N)
rice,6.41,53,26.8,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
rice,6.41,53,26.8,vegetative,Phosphorus and N,Granular,DAP (18-46-0)
rice,6.41,53,26.8,vegetative,Potassium,Granular,MOP (KCl)
rice,6.41,53,26.8,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
rice,6.41,53,26.8,vegetative,Zinc,Granular/Solution,Zinc Sulfate (ZnSO4)
rice,6.41,53,26.8,vegetative,Calcium & Sulfur,Granular,Gypsum
rice,6.41,53,26.8,vegetative,pH correction / Calcium,Powder,Lime (for acidic soils)
rice,6.41,53,26.8,vegetative,Balanced NPK with higher P,Granular,NPK 12-32-16 (or local blend)
rice,6.41,53,26.8,vegetative,Slow release N and organic matter,Organic/Biological,Azolla / Green Manure
wheat,5.62,57,33.4,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,5.62,57,33.4,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,5.62,57,33.4,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,5.62,57,33.4,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,5.62,57,33.4,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,5.62,57,33.4,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,5.62,57,33.4,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,5.62,57,33.4,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,5.62,57,33.4,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,5.62,57,33.4,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.19,58,23.9,flowering,Nitrogen (N),Granular,Urea (46% N)
wheat,6.19,58,23.9,flowering,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.19,58,23.9,flowering,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.19,58,23.9,flowering,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.19,58,23.9,flowering,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.19,58,23.9,flowering,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.19,58,23.9,flowering,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.19,58,23.9,flowering,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.19,58,23.9,flowering,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.19,58,23.9,flowering,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,7.18,69,25.3,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,7.18,69,25.3,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,7.18,69,25.3,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,7.18,69,25.3,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,7.18,69,25.3,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,7.18,69,25.3,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,7.18,69,25.3,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,7.18,69,25.3,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,7.18,69,25.3,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,7.18,69,25.3,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,7.21,62,26.8,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,7.21,62,26.8,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,7.21,62,26.8,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,7.21,62,26.8,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,7.21,62,26.8,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,7.21,62,26.8,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,7.21,62,26.8,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,7.21,62,26.8,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,7.21,62,26.8,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,7.21,62,26.8,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.84,60,31.0,flowering,Nitrogen (N),Granular,Urea (46% N)
wheat,6.84,60,31.0,flowering,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.84,60,31.0,flowering,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.84,60,31.0,flowering,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.84,60,31.0,flowering,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.84,60,31.0,flowering,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.84,60,31.0,flowering,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.84,60,31.0,flowering,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.84,60,31.0,flowering,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.84,60,31.0,flowering,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,5.41,71,34.1,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,5.41,71,34.1,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,5.41,71,34.1,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,5.41,71,34.1,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,5.41,71,34.1,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,5.41,71,34.1,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,5.41,71,34.1,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,5.41,71,34.1,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,5.41,71,34.1,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,5.41,71,34.1,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.61,66,29.8,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,6.61,66,29.8,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.61,66,29.8,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.61,66,29.8,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.61,66,29.8,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.61,66,29.8,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.61,66,29.8,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.61,66,29.8,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.61,66,29.8,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.61,66,29.8,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,5.08,38,23.7,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,5.08,38,23.7,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,5.08,38,23.7,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,5.08,38,23.7,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,5.08,38,23.7,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,5.08,38,23.7,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,5.08,38,23.7,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,5.08,38,23.7,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,5.08,38,23.7,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,5.08,38,23.7,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,5.68,60,28.2,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,5.68,60,28.2,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,5.68,60,28.2,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,5.68,60,28.2,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,5.68,60,28.2,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,5.68,60,28.2,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,5.68,60,28.2,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,5.68,60,28.2,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,5.68,60,28.2,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,5.68,60,28.2,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,5.28,62,36.3,flowering,Nitrogen (N),Granular,Urea (46% N)
wheat,5.28,62,36.3,flowering,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,5.28,62,36.3,flowering,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,5.28,62,36.3,flowering,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,5.28,62,36.3,flowering,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,5.28,62,36.3,flowering,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,5.28,62,36.3,flowering,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,5.28,62,36.3,flowering,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,5.28,62,36.3,flowering,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,5.28,62,36.3,flowering,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.06,86,22.2,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,6.06,86,22.2,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.06,86,22.2,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.06,86,22.2,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.06,86,22.2,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.06,86,22.2,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.06,86,22.2,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.06,86,22.2,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.06,86,22.2,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.06,86,22.2,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.9,36,22.6,flowering,Nitrogen (N),Granular,Urea (46% N)
wheat,6.9,36,22.6,flowering,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.9,36,22.6,flowering,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.9,36,22.6,flowering,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.9,36,22.6,flowering,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.9,36,22.6,flowering,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.9,36,22.6,flowering,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.9,36,22.6,flowering,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.9,36,22.6,flowering,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.9,36,22.6,flowering,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,7.39,82,26.8,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,7.39,82,26.8,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,7.39,82,26.8,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,7.39,82,26.8,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,7.39,82,26.8,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,7.39,82,26.8,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,7.39,82,26.8,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,7.39,82,26.8,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,7.39,82,26.8,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,7.39,82,26.8,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,5.44,76,28.3,flowering,Nitrogen (N),Granular,Urea (46% N)
wheat,5.44,76,28.3,flowering,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,5.44,76,28.3,flowering,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,5.44,76,28.3,flowering,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,5.44,76,28.3,flowering,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,5.44,76,28.3,flowering,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,5.44,76,28.3,flowering,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,5.44,76,28.3,flowering,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,5.44,76,28.3,flowering,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,5.44,76,28.3,flowering,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.17,51,26.9,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,6.17,51,26.9,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,6.17,51,26.9,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,6.17,51,26.9,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,6.17,51,26.9,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,6.17,51,26.9,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,6.17,51,26.9,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,6.17,51,26.9,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,6.17,51,26.9,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,6.17,51,26.9,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,5.73,70,42.2,flowering,Nitrogen (N),Granular,Urea (46% N)
wheat,5.73,70,42.2,flowering,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,5.73,70,42.2,flowering,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,5.73,70,42.2,flowering,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,5.73,70,42.2,flowering,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,5.73,70,42.2,flowering,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,5.73,70,42.2,flowering,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,5.73,70,42.2,flowering,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,5.73,70,42.2,flowering,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,5.73,70,42.2,flowering,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,5.73,53,23.8,flowering,Nitrogen (N),Granular,Urea (46% N)
wheat,5.73,53,23.8,flowering,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,5.73,53,23.8,flowering,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,5.73,53,23.8,flowering,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,5.73,53,23.8,flowering,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,5.73,53,23.8,flowering,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,5.73,53,23.8,flowering,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,5.73,53,23.8,flowering,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,5.73,53,23.8,flowering,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,5.73,53,23.8,flowering,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,5.76,83,24.8,flowering,Nitrogen (N),Granular,Urea (46% N)
wheat,5.76,83,24.8,flowering,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,5.76,83,24.8,flowering,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,5.76,83,24.8,flowering,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,5.76,83,24.8,flowering,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,5.76,83,24.8,flowering,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,5.76,83,24.8,flowering,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,5.76,83,24.8,flowering,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,5.76,83,24.8,flowering,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,5.76,83,24.8,flowering,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,7.33,49,33.7,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,7.33,49,33.7,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,7.33,49,33.7,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,7.33,49,33.7,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,7.33,49,33.7,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,7.33,49,33.7,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,7.33,49,33.7,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,7.33,49,33.7,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,7.33,49,33.7,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,7.33,49,33.7,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,7.73,68,28.3,vegetative,Nitrogen (N),Granular,Urea (46% N)
wheat,7.73,68,28.3,vegetative,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,7.73,68,28.3,vegetative,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,7.73,68,28.3,vegetative,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,7.73,68,28.3,vegetative,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,7.73,68,28.3,vegetative,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,7.73,68,28.3,vegetative,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,7.73,68,28.3,vegetative,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,7.73,68,28.3,vegetative,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,7.73,68,28.3,vegetative,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,5.6,67,28.5,flowering,Nitrogen (N),Granular,Urea (46% N)
wheat,5.6,67,28.5,flowering,Phosphorus (P) & Nitrogen (N),Granular,Diammonium Phosphate (DAP 18-46-0)
wheat,5.6,67,28.5,flowering,Phosphorus & Sulfur,Granular,Single Super Phosphate (SSP)
wheat,5.6,67,28.5,flowering,Potassium (K),Granular,"Muriate of Potash (MOP, KCl)"
wheat,5.6,67,28.5,flowering,Nitrogen & Sulfur,Granular,Ammonium Sulfate
wheat,5.6,67,28.5,flowering,Calcium & Sulfur,Granular,Gypsum (Calcium Sulfate)
wheat,5.6,67,28.5,flowering,Zinc (Zn),Granular/Solution,Zinc Sulfate (ZnSO4)
wheat,5.6,67,28.5,flowering,Potassium & Nitrogen,Granular / Fertigation,Potassium Nitrate (KNO3)
wheat,5.6,67,28.5,flowering,Multiple (slow release),Organic / Bulk,Compost / FYM
wheat,5.6,67,28.5,flowering,NPK balanced,Granular,NPK Complex (20-20-0 or local blends)
wheat,6.77,64,28.1,vegetative,Nitrogen (N),Granular,Urea (46% N)
